country_name,country_code,series_name,series_code,year,value
United States,USA,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,2021,0.667
United States,USA,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,2021,1
United States,USA,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,2021,0.9
United States,USA,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,2021,1
United States,USA,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,2021,1
United States,USA,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,2021,1
United States,USA,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,2021,1
United States,USA,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,2021,1
United States,USA,NADA metadata,SPI.D2.4.NADA,2021,1
United States,USA,National Accounts base year,SPI.D5.2.2.NABY,2021,1
United States,USA,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,2021,0.781
United States,USA,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,2021,100
United States,USA,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,2021,92.7
United States,USA,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,2021,85.95
United States,USA,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,2021,85.1
United States,USA,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,2021,100
United States,USA,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,2021,1
United States,USA,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,2021,1
United States,USA,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,2021,1
United States,USA,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,2021,1
United States,USA,SPI Overall Score,SPI.INDEX,2021,92.75
United States,USA,System of national accounts in use,SPI.D5.2.1.SNAU,2021,1
Philippines,PHL,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,2021,1
Philippines,PHL,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,2021,1
Philippines,PHL,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,2021,1
Philippines,PHL,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,2021,1
Philippines,PHL,Business process,SPI.D5.2.10.GSBP,2021,0
Philippines,PHL,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,2021,1
Philippines,PHL,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,2021,1
Philippines,PHL,Central government accounting status,SPI.D5.2.7.CGOV,2021,0
Philippines,PHL,Classification of household consumption,SPI.D5.2.5.HOUS,2021,1
Philippines,PHL,Classification of national industry,SPI.D5.2.3.CNIN,2021,0.5
Philippines,PHL,Classification of status of employment,SPI.D5.2.6.EMPL,2021,1
Philippines,PHL,Compilation of government finance statistics,SPI.D5.2.8.FINA,2021,0
Philippines,PHL,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,2021,1
Philippines,PHL,CPI base year,SPI.D5.2.4.CPIBY,2021,0.5
Philippines,PHL,CRVS (WDI),SPI.D4.2.3.CRVS,2021,1
Philippines,PHL,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,2021,1
Philippines,PHL,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,2021,1
Philippines,PHL,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,2021,0.813
Philippines,PHL,Dimension 2.2: Online access - Download Options Score,SPI.D2.2.Download.options,2021,0.524
Philippines,PHL,Dimension 2.2: Online access - Machine Readability Score,SPI.D2.2.Machine.readable,2021,0.967
Philippines,PHL,Dimension 2.2: Online access - Metadata Available Score,SPI.D2.2.Metadata.available,2021,0.598
Philippines,PHL,Dimension 2.2: Online access - Non-Proprietary format Score,SPI.D2.2.Non.proprietary,2021,0.976
Philippines,PHL,Dimension 2.2: Online access - Terms of Use Score,SPI.D2.2.Terms.of.use,2021,1
Philippines,PHL,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,2021,1
Philippines,PHL,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,2021,0.915833333333333
Philippines,PHL,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,2021,0.9115
Philippines,PHL,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,2021,0.8335
Philippines,PHL,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,2021,0.869
Philippines,PHL,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,2021,1
Philippines,PHL,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,2021,0.934
Philippines,PHL,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,2021,1
Philippines,PHL,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,2021,0.407
Philippines,PHL,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,2021,1
Philippines,PHL,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,2021,0.55
Philippines,PHL,Geospatial data available at 1st Admin Level,SPI.D4.3.GEO.first.admin.level,2021,0.407
Philippines,PHL,GOAL 1: No Poverty (5 year moving average),SPI.D3.1.POV,2021,1
Philippines,PHL,GOAL 10: Reduced Inequality (5 year moving average),SPI.D3.10.NEQL,2021,0.75
Philippines,PHL,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,2021,1
Philippines,PHL,GOAL 12: Responsible Consumption and Production (5 year moving average),SPI.D3.12.CNSP,2021,1
Philippines,PHL,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,2021,0.667
Philippines,PHL,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,2021,1
Philippines,PHL,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPI.D3.16.INST,2021,0.8
Philippines,PHL,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPI.D3.17.PTNS,2021,0.938
Philippines,PHL,GOAL 2: Zero Hunger (5 year moving average),SPI.D3.2.HNGR,2021,0.9
Philippines,PHL,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,2021,0.92
Philippines,PHL,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,2021,1
Philippines,PHL,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,2021,0.8
Philippines,PHL,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,2021,0.875
Philippines,PHL,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,2021,0.944
Philippines,PHL,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,2021,0.875
Philippines,PHL,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,2021,0.9
Philippines,PHL,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,2021,0.67
Philippines,PHL,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,2021,1
Philippines,PHL,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,2021,1
Philippines,PHL,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,2021,1
Philippines,PHL,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,2021,1
Philippines,PHL,NADA metadata,SPI.D2.4.NADA,2021,1
Philippines,PHL,National Accounts base year,SPI.D5.2.2.NABY,2021,0.5
Philippines,PHL,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,2021,0.813
Philippines,PHL,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,2021,100
Philippines,PHL,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,2021,93.7666666666667
Philippines,PHL,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,2021,89.80625
Philippines,PHL,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,2021,83.525
Philippines,PHL,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,2021,55
Philippines,PHL,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,2021,1
Philippines,PHL,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,2021,1
Philippines,PHL,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,2021,1
Philippines,PHL,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,2021,1
Philippines,PHL,SPI Overall Score,SPI.INDEX,2021,84.4195833333333
Philippines,PHL,System of national accounts in use,SPI.D5.2.1.SNAU,2021,1
Nigeria,NGA,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,2021,0.5
Nigeria,NGA,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,2021,1
Nigeria,NGA,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,2021,0.5
Nigeria,NGA,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,2021,1
Nigeria,NGA,Business process,SPI.D5.2.10.GSBP,2021,0
Nigeria,NGA,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,2021,0
Nigeria,NGA,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,2021,0
Nigeria,NGA,Central government accounting status,SPI.D5.2.7.CGOV,2021,0
Nigeria,NGA,Classification of household consumption,SPI.D5.2.5.HOUS,2021,1
Nigeria,NGA,Classification of national industry,SPI.D5.2.3.CNIN,2021,1
Nigeria,NGA,Classification of status of employment,SPI.D5.2.6.EMPL,2021,0
Nigeria,NGA,Compilation of government finance statistics,SPI.D5.2.8.FINA,2021,0
Nigeria,NGA,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,2021,1
Nigeria,NGA,CPI base year,SPI.D5.2.4.CPIBY,2021,0
Nigeria,NGA,CRVS (WDI),SPI.D4.2.3.CRVS,2021,0
Nigeria,NGA,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,2021,0.9
Nigeria,NGA,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,2021,0.5
Nigeria,NGA,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,2021,0.514
Nigeria,NGA,Dimension 2.2: Online access - Download Options Score,SPI.D2.2.Download.options,2021,0.426
Nigeria,NGA,Dimension 2.2: Online access - Machine Readability Score,SPI.D2.2.Machine.readable,2021,0.552
Nigeria,NGA,Dimension 2.2: Online access - Metadata Available Score,SPI.D2.2.Metadata.available,2021,0.426
Nigeria,NGA,Dimension 2.2: Online access - Non-Proprietary format Score,SPI.D2.2.Non.proprietary,2021,0.9
Nigeria,NGA,Dimension 2.2: Online access - Terms of Use Score,SPI.D2.2.Terms.of.use,2021,0.267
Nigeria,NGA,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,2021,1
Nigeria,NGA,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,2021,0.835666666666667
Nigeria,NGA,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,2021,0.823166666666667
Nigeria,NGA,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,2021,0.5
Nigeria,NGA,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,2021,0.744
Nigeria,NGA,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,2021,0.333333333333333
Nigeria,NGA,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,2021,0.666
Nigeria,NGA,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,2021,0
Nigeria,NGA,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,2021,0.346
Nigeria,NGA,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,2021,0.4
Nigeria,NGA,Geospatial data available at 1st Admin Level,SPI.D4.3.GEO.first.admin.level,2021,0.346
Nigeria,NGA,GOAL 1: No Poverty (5 year moving average),SPI.D3.1.POV,2021,0.714
Nigeria,NGA,GOAL 10: Reduced Inequality (5 year moving average),SPI.D3.10.NEQL,2021,0.875
Nigeria,NGA,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,2021,0.6
Nigeria,NGA,GOAL 12: Responsible Consumption and Production (5 year moving average),SPI.D3.12.CNSP,2021,1
Nigeria,NGA,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,2021,0
Nigeria,NGA,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,2021,1
Nigeria,NGA,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPI.D3.16.INST,2021,0.8
Nigeria,NGA,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPI.D3.17.PTNS,2021,0.688
Nigeria,NGA,GOAL 2: Zero Hunger (5 year moving average),SPI.D3.2.HNGR,2021,0.9
Nigeria,NGA,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,2021,0.8
Nigeria,NGA,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,2021,0.6
Nigeria,NGA,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,2021,1
Nigeria,NGA,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,2021,1
Nigeria,NGA,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,2021,0.889
Nigeria,NGA,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,2021,0.875
Nigeria,NGA,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,2021,0.7
Nigeria,NGA,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,2021,1
Nigeria,NGA,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,2021,1
Nigeria,NGA,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,2021,1
Nigeria,NGA,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,2021,0.33
Nigeria,NGA,NADA metadata,SPI.D2.4.NADA,2021,1
Nigeria,NGA,National Accounts base year,SPI.D5.2.2.NABY,2021,0
Nigeria,NGA,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,2021,0.514
Nigeria,NGA,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,2021,90
Nigeria,NGA,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,2021,67.1333333333333
Nigeria,NGA,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,2021,77.75625
Nigeria,NGA,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,2021,33.6333333333333
Nigeria,NGA,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,2021,40
Nigeria,NGA,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,2021,0.5
Nigeria,NGA,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,2021,1
Nigeria,NGA,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,2021,1
Nigeria,NGA,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,2021,0.5
Nigeria,NGA,SPI Overall Score,SPI.INDEX,2021,61.7045833333334
Nigeria,NGA,System of national accounts in use,SPI.D5.2.1.SNAU,2021,1
Kenya,KEN,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,2021,1
Kenya,KEN,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,2021,0.67
Kenya,KEN,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,2021,1
Kenya,KEN,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,2021,1
Kenya,KEN,Business process,SPI.D5.2.10.GSBP,2021,0
Kenya,KEN,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,2021,1
Kenya,KEN,Business/establishment survey (Availability score over 10 years),SPI.D4.1.8.BZSVY,2021,0
Kenya,KEN,Central government accounting status,SPI.D5.2.7.CGOV,2021,1
Kenya,KEN,Classification of household consumption,SPI.D5.2.5.HOUS,2021,1
Kenya,KEN,Classification of national industry,SPI.D5.2.3.CNIN,2021,0.5
Kenya,KEN,Classification of status of employment,SPI.D5.2.6.EMPL,2021,1
Kenya,KEN,Compilation of government finance statistics,SPI.D5.2.8.FINA,2021,0.5
Kenya,KEN,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,2021,1
Kenya,KEN,CPI base year,SPI.D5.2.4.CPIBY,2021,0.5
Kenya,KEN,CRVS (WDI),SPI.D4.2.3.CRVS,2021,0
Kenya,KEN,Dimension 1.5: Data use by international organizations,SPI.DIM1.5.INDEX,2021,0.9
Kenya,KEN,Dimension 2.1: Data Releases,SPI.DIM2.1.INDEX,2021,0.5
Kenya,KEN,Dimension 2.2: Online access,SPI.DIM2.2.INDEX,2021,0.32
Kenya,KEN,Dimension 2.2: Online access - Download Options Score,SPI.D2.2.Download.options,2021,0.181
Kenya,KEN,Dimension 2.2: Online access - Machine Readability Score,SPI.D2.2.Machine.readable,2021,0
Kenya,KEN,Dimension 2.2: Online access - Metadata Available Score,SPI.D2.2.Metadata.available,2021,0.483
Kenya,KEN,Dimension 2.2: Online access - Non-Proprietary format Score,SPI.D2.2.Non.proprietary,2021,0.933
Kenya,KEN,Dimension 2.2: Online access - Terms of Use Score,SPI.D2.2.Terms.of.use,2021,0
Kenya,KEN,Dimension 2.4: Data services,SPI.DIM2.4.INDEX,2021,1
Kenya,KEN,Dimension 3.1: Social Statistics,SPI.DIM3.1.INDEX,2021,0.6985
Kenya,KEN,Dimension 3.2: Economic Statistics,SPI.DIM3.2.INDEX,2021,0.849
Kenya,KEN,Dimension 3.3: Environmental Statistics,SPI.DIM3.3.INDEX,2021,0.6165
Kenya,KEN,Dimension 3.4: Institutional Statistics,SPI.DIM3.4.INDEX,2021,0.869
Kenya,KEN,Dimension 4.1: Censuses and Surveys - Censuses only,SPI.DIM4.1.CEN.INDEX,2021,1
Kenya,KEN,Dimension 4.1: Censuses and Surveys - Surveys only,SPI.DIM4.1.SVY.INDEX,2021,0.534
Kenya,KEN,Dimension 4.2: Administrative Data,SPI.DIM4.2.INDEX,2021,0
Kenya,KEN,Dimension 4.3: Geospatial Data,SPI.DIM4.3.INDEX,2021,0.389
Kenya,KEN,Dimension 5.1: Legislation and governance,SPI.DIM5.1.INDEX,2021,1
Kenya,KEN,Dimension 5.2: Standards and Methods,SPI.DIM5.2.INDEX,2021,0.65
Kenya,KEN,Geospatial data available at 1st Admin Level,SPI.D4.3.GEO.first.admin.level,2021,0.389
Kenya,KEN,GOAL 1: No Poverty (5 year moving average),SPI.D3.1.POV,2021,0.571
Kenya,KEN,GOAL 10: Reduced Inequality (5 year moving average),SPI.D3.10.NEQL,2021,0.875
Kenya,KEN,GOAL 11: Sustainable Cities and Communities (5 year moving average),SPI.D3.11.CITY,2021,0.8
Kenya,KEN,GOAL 12: Responsible Consumption and Production (5 year moving average),SPI.D3.12.CNSP,2021,0.8
Kenya,KEN,GOAL 13: Climate Action (5 year moving average),SPI.D3.13.CLMT,2021,0.333
Kenya,KEN,GOAL 15: Life on Land (5 year moving average),SPI.D3.15.LAND,2021,0.9
Kenya,KEN,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SPI.D3.16.INST,2021,0.8
Kenya,KEN,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SPI.D3.17.PTNS,2021,0.938
Kenya,KEN,GOAL 2: Zero Hunger (5 year moving average),SPI.D3.2.HNGR,2021,0.7
Kenya,KEN,GOAL 3: Good Health and Well-being (5 year moving average),SPI.D3.3.HLTH,2021,0.72
Kenya,KEN,GOAL 4: Quality Education (5 year moving average),SPI.D3.4.EDUC,2021,0.6
Kenya,KEN,GOAL 5: Gender Equality (5 year moving average),SPI.D3.5.GEND,2021,0.6
Kenya,KEN,GOAL 6: Clean Water and Sanitation (5 year moving average),SPI.D3.6.WTRS,2021,1
Kenya,KEN,GOAL 7: Affordable and Clean Energy (5 year moving average),SPI.D3.7.ENRG,2021,0.944
Kenya,KEN,GOAL 8: Decent Work and Economic Growth (5 year moving average),SPI.D3.8.WORK,2021,0.875
Kenya,KEN,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SPI.D3.9.INDY,2021,0.8
Kenya,KEN,Health/Demographic survey (Availability score over 10 years),SPI.D4.1.7.HLTH,2021,1
Kenya,KEN,"Household Survey on income, etc  (Availability score over 10 years)",SPI.D4.1.4.HOUS,2021,1
Kenya,KEN,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,2021,0.5
Kenya,KEN,Labor Force Survey (Availability score over 10 years),SPI.D4.1.6.LABR,2021,0
Kenya,KEN,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,SPI.D5.1.DILG,2021,1
Kenya,KEN,NADA metadata,SPI.D2.4.NADA,2021,1
Kenya,KEN,National Accounts base year,SPI.D5.2.2.NABY,2021,0
Kenya,KEN,ODIN Open Data Openness score,SPI.D2.2.Openness.subscore,2021,0.32
Kenya,KEN,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,2021,90
Kenya,KEN,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,2021,60.6666666666667
Kenya,KEN,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,2021,76.6
Kenya,KEN,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,2021,48.075
Kenya,KEN,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,2021,65
Kenya,KEN,Population & Housing census (Availability score over 20 years),SPI.D4.1.1.POPU,2021,1
Kenya,KEN,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,2021,1
Kenya,KEN,Safely Managed Drinking Water,SPI.D1.5.SAFE.MAN.WATER,2021,1
Kenya,KEN,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,2021,0.5
Kenya,KEN,SPI Overall Score,SPI.INDEX,2021,68.0683333333333
Kenya,KEN,System of national accounts in use,SPI.D5.2.1.SNAU,2021,1
India,IND,Agriculture census (Availability score over 20 years),SPI.D4.1.2.AGRI,2021,1
India,IND,Agriculture survey (Availability score over 10 years),SPI.D4.1.5.AGSVY,2021,0.33
India,IND,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),SPI.D1.5.POV,2021,0
India,IND,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",SPI.D1.5.CHLD.MORT,2021,1
India,IND,Business process,SPI.D5.2.10.GSBP,2021,0
India,IND,Business/establishment census (Availability score over 20 years),SPI.D4.1.3.BIZZ,2021,1
