country_name,country_code,series_name,series_code,year,value
United States,USA,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,2021,290.2534
United States,USA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2021,445.7564
United States,USA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2021,158.6825
United States,USA,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,2021,1627.2035
United States,USA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2021,1663.6783
United States,USA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,2021,0.0034
United States,USA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2021,0.200800196915938
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,2021,0.227326566398334
United States,USA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,2021,118.450755665757
United States,USA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,2021,28050526000000
United States,USA,Cereal production (metric tons),AG.PRD.CREL.MT,2021,451637220.61
United States,USA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2021,8252.2
United States,USA,Changes in inventories (constant LCU),NE.GDI.STKB.KN,2021,12200655711.6988
United States,USA,Changes in inventories (current LCU),NE.GDI.STKB.CN,2021,12193000000
United States,USA,Changes in inventories (current US$),NE.GDI.STKB.CD,2021,12193000000
United States,USA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,2021,50530000000
United States,USA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,2021,131079000000
United States,USA,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,2021,6.67263371791867
United States,USA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,2021,4.09511995315552
United States,USA,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,2021,4.16418981552124
United States,USA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,2021,4.02901983261108
United States,USA,"Children out of school, primary",SE.PRM.UNER,2021,996160
United States,USA,"Children out of school, primary, female",SE.PRM.UNER.FE,2021,495363
United States,USA,"Children out of school, primary, male",SE.PRM.UNER.MA,2021,500796
United States,USA,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,2021,12.6733413346196
United States,USA,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,2021,60.6482978716348
United States,USA,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,2021,231.078959207519
United States,USA,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,2021,6.03718778127237
United States,USA,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,2021,1.76120902390796
United States,USA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2021,0.165541837941739
United States,USA,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,2021,28.2451488106005
United States,USA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,2021,782031000000
United States,USA,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,2021,544471000000
United States,USA,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,2021,58.6198328831996
United States,USA,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,2021,51.4763149074024
United States,USA,Compensation of employees (% of expense),GC.XPN.COMP.ZS,2021,6.74580866480981
United States,USA,Compensation of employees (current LCU),GC.XPN.COMP.CN,2021,491375800000
United States,USA,"Compulsory education, duration (years)",SE.COM.DURS,2021,12
United States,USA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,2021,57.4073150552855
United States,USA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,2021,49.216211699062
United States,USA,Consumer price index (2010 = 100),FP.CPI.TOTL,2021,124.266413825838
United States,USA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2021,62161482
United States,USA,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,2021,0.0856428435741833
United States,USA,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,2021,0.0576024317866251
United States,USA,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,2021,0.070291584861672
United States,USA,Control of Corruption: Estimate,CC.EST,2021,1.01927757263184
United States,USA,Control of Corruption: Number of Sources,CC.NO.SRC,2021,10
United States,USA,Control of Corruption: Percentile Rank,CC.PER.RNK,2021,82.8571395874023
United States,USA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,2021,77.1428604125977
United States,USA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,2021,88.5714263916016
United States,USA,Control of Corruption: Standard Error,CC.STD.ERR,2021,0.159112930297852
United States,USA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,2021,101
United States,USA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,2021,-3.66529172058257
United States,USA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2021,-867984000000
United States,USA,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,2021,89.8548736572266
United States,USA,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,2021,89.8548736572266
United States,USA,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,2021,91.7032165527344
United States,USA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2021,90.4010391235352
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,17.3625679
United States,USA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2021,12012.24121094
United States,USA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2021,12012.2412198372
United States,USA,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,2021,3.34186375642116
United States,USA,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,2021,89101500000
United States,USA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2021,10.4
United States,USA,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,2021,1
United States,USA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,2021,10.7
United States,USA,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,2021,147621387503.951
United States,USA,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,2021,-1000000
United States,USA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2021,291.727257079154
United States,USA,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,2021,220.315638285722
United States,USA,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,2021,50.2147708262552
United States,USA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2021,55.40325165
United States,USA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,9.61942768
United States,USA,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2021,21.40855026
United States,USA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2021,6655.17237053
United States,USA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2021,6655.17237052915
United States,USA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,44.59674835
United States,USA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2021,5357.06892699
United States,USA,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,2021,5357.06892699042
United States,USA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,2021,36.1168403625488
United States,USA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,2021,33.926570892334
United States,USA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,2021,35.0492286682129
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,2021,95.4242782592773
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,2021,95.0670928955078
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,2021,95.2501678466797
United States,USA,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,2021,49.8460350036621
United States,USA,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,2021,45.8285980224609
United States,USA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,2021,47.914421081543
United States,USA,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,2021,97.3503875732422
United States,USA,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,2021,97.2186889648438
United States,USA,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,2021,97.2861862182617
United States,USA,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,2021,49.8460350036621
United States,USA,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,2021,45.8285980224609
United States,USA,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,2021,47.914421081543
United States,USA,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,2021,91.8721466064453
United States,USA,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,2021,90.7257537841797
United States,USA,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,2021,91.313362121582
United States,USA,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,2021,14.7712936401367
United States,USA,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,2021,13.632625579834
United States,USA,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,2021,14.2238140106201
United States,USA,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,2021,1.79885387420654
United States,USA,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,2021,2.46324777603149
United States,USA,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,2021,2.11829996109009
United States,USA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2021,1.27420724981886
United States,USA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2021,3.78134782703214
United States,USA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2021,2.64678921905061
United States,USA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2021,1.66240286127329
United States,USA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,2021,0.993735662823405
United States,USA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,2021,2.21511457021467
United States,USA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,2021,19.1836648795555
United States,USA,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,2021,8.4477620442168
United States,USA,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,2021,28.0578252548025
United States,USA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,2021,79.1539322591713
United States,USA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,2021,90.5585022929598
United States,USA,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,2021,69.7270613019452
United States,USA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,2021,52.733
United States,USA,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,2021,53.166
United States,USA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,2021,63.679
United States,USA,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,2021,63.903
United States,USA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,2021,58.211
United States,USA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,2021,58.361
United States,USA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2021,45.182
United States,USA,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,2021,49.673
United States,USA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,2021,45.988
United States,USA,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,2021,50.559
United States,USA,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,2021,45.598
United States,USA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,2021,50.117
United States,USA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2021,4.24
United States,USA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,2021,30.7593087351973
United States,USA,Expense (current LCU),GC.XPN.TOTL.CN,2021,7284164500000
United States,USA,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,2021,112.5
United States,USA,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,2021,116.7531516881
United States,USA,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,2021,103.7712732769
United States,USA,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,2021,2440745057281.94
United States,USA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2021,10.7909781995156
United States,USA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2021,6.47679129199751
United States,USA,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,2021,2570800000000
United States,USA,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2021,2271843310985.53
United States,USA,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,2021,2271843310985.53
United States,USA,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,2021,2555430000000
United States,USA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2021,2555430000000
United States,USA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2021,3619367000000
United States,USA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,2021,-3.63169963174541
United States,USA,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,2021,-990333572200.121
United States,USA,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,2021,-860029000000
United States,USA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,2021,-860029000000
United States,USA,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2021,0
United States,USA,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2021,0
United States,USA,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2021,0
United States,USA,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,2021,4.48806762695312
United States,USA,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.FE,2021,4.71853637695312
United States,USA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,2021,43.204
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,1.664
United States,USA,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,2021,110.002617048815
United States,USA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,2021,130.563189893621
United States,USA,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,2021,205.0458
United States,USA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,2021,82.2984218136848
United States,USA,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,2021,7.28471721179082
United States,USA,Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD,2021,17275101514808.6
